bad response, https://discussions.apple.com/thread/2352391
bad response, https://discussions.apple.com/thread/2593134
bad response, https://discussions.apple.com/thread/2732485
bad response, https://discussions.apple.com/thread/3207498
bad response, https://discussions.apple.com/thread/3719057
bad response, https://discussions.apple.com/thread/3818917
bad response, https://discussions.apple.com/thread/387893
bad response, https://discussions.apple.com/thread/4261423
bad response, https://discussions.apple.com/thread/4677668
bad response, https://discussions.apple.com/thread/4764762
bad response, https://discussions.apple.com/thread/4796680
bad response, https://discussions.apple.com/thread/4868522
bad response, https://discussions.apple.com/thread/5571969
bad response, https://discussions.apple.com/thread/5830363
bad response, https://discussions.apple.com/thread/6133964
bad response, https://discussions.apple.com/thread/6553211
bad response, https://discussions.apple.com/thread/6554138
bad response, https://discussions.apple.com/thread/6582293
bad response, https://discussions.apple.com/thread/6651072
bad response, https://discussions.apple.com/thread/6784876
bad response, https://discussions.apple.com/thread/6861708
bad response, https://discussions.apple.com/thread/6887788
bad response, https://discussions.apple.com/thread/7011952
bad response, https://discussions.apple.com/thread/7014440
bad response, https://discussions.apple.com/thread/7050353
bad response, https://discussions.apple.com/thread/7067231
bad response, https://discussions.apple.com/thread/7099790
bad response, https://discussions.apple.com/thread/7104709
bad response, https://discussions.apple.com/thread/7114640
bad response, https://discussions.apple.com/thread/7165461
bad response, https://discussions.apple.com/thread/7180542
bad response, https://discussions.apple.com/thread/7180727
bad response, https://discussions.apple.com/thread/7218469
bad response, https://discussions.apple.com/thread/7243785
bad response, https://discussions.apple.com/thread/7254328
bad response, https://discussions.apple.com/thread/7254613
bad response, https://discussions.apple.com/thread/7277206
bad response, https://discussions.apple.com/thread/7344876
bad response, https://discussions.apple.com/thread/7366447
bad response, https://discussions.apple.com/thread/7380586
bad response, https://discussions.apple.com/thread/7540745
bad response, https://discussions.apple.com/thread/7606030
bad response, https://discussions.apple.com/thread/7612612
bad response, https://discussions.apple.com/thread/7668885
bad response, https://discussions.apple.com/thread/7699046
bad response, https://discussions.apple.com/thread/7720558
bad response, https://discussions.apple.com/thread/7734447
bad response, https://discussions.apple.com/thread/792670
bad response, https://discussions.apple.com/thread/7999106
bad response, https://discussions.apple.com/thread/898231
